"Код","Наименование полное","Ед.изм"
"000009710","Клапан противопожарный КОЗП-2(90) 250х250 с электромеханическим приводом","шт"
"000009713","Клапан противопожарный КОЗП-2(90) 300х300 с электромеханическим приводом","шт"
"42067","Клапан противопожарный КОЗП-2(90) 350х150 с электромеханическим приводом","шт"
"000009714","Клапан противопожарный КОЗП-2(90) 400х250 с электромеханическим приводом","шт"
"000009711","Клапан противопожарный КОЗП-2(90) 400х400 с электромеханическим приводом","шт"
"000009712","Клапан противопожарный КОЗП-2(90) 500х250 с электромеханическим приводом","шт"
"53089","Клапан противопожарный КОЗП-2(90) 500х500 (НО) с электромеханическим приводом","шт"
"49169","Клапан противопожарный КОЗП-2(90) 700х300 с электромеханическим приводом","шт"
"000009716","Клапан противопожарный КОЗП-2(90) 700х350 с электромеханическим приводом","шт"
"000009715","Клапан противопожарный КОЗП-2(90) 800х250 с электромеханическим приводом","шт"
"НФ-00003857","Колпак 600х600","шт"
"НФ-00003855","Колпак 700х650","шт"
"НФ-00003856","Колпак 760х680","шт"
"НФ-00006415","Колпачок fischer FEC 41 B (41x41 мм) для монтажного профиля FUS (77355), полистирол (уп.100 шт.)","шт"
"000000577","Клапан огнезадерживающий КОМ-1 150х150 с приводом Belimo","шт"
"000001627","Клапан огнезадерживающий КОМ-1 150х150 ТЗ","шт"
"000000576","Клапан огнезадерживающий КОМ-1 150х200 с приводом Belimo","шт"
"000001624","Клапан огнезадерживающий КОМ-1 150х450 ТЗ","шт"
"000000575","Клапан огнезадерживающий КОМ-1 200х200 с приводом Belimo","шт"
"000001951","Клапан огнезадерживающий КОМ-1 250х150 ТЗ","шт"
"000002704","Клапан огнезадерживающий КОМ-1 250х250 с приводом Belimo","шт"
"000001625","Клапан огнезадерживающий КОМ-1 250х450 ТЗ","шт"
"000005430","Клапан огнезадерживающий КОМ-1 300х300 с приводом Belimo","шт"
"000003097","Клапан огнезадерживающий КОМ-1 350х350 с приводом Belimo","шт"
"000002688","Клапан огнезадерживающий КОМ-1 400х200 с приводом Belimo","шт"
"000000147","Клапан огнезадерживающий КОМ-1 400х250 с приводом Polar Bear","шт"
"000003098","Клапан огнезадерживающий КОМ-1 400х250 с приводом Belimo","шт"
"000002689","Клапан огнезадерживающий КОМ-1 400х300 с приводом Belimo","шт"
"000002701","Клапан огнезадерживающий КОМ-1 400х400 с приводом Belimo","шт"
"000002703","Клапан огнезадерживающий КОМ-1 450х450 с приводом Belimo","шт"
"000002687","Клапан огнезадерживающий КОМ-1 600х300 ТЗ","шт"
"000002700","Клапан огнезадерживающий КОМ-1 600х600 с приводом Belimo","шт"
"000000146","Клапан огнезадерживающий КОМ-1 800х300 с приводом Polar Bear","шт"
"68922","Комбинезон малярный белый полипропилен размер 52-54 (ХХL)","шт"
"НФ-00051993","Комбофильтр BOFA 300E-CF (арт. A1030107)","шт"
"НФ-00008896","Комплексная упаковка профлиста с полимерным покрытием","пог.м"
"000001310","Клапан противопожарный КОМс-1(120) 250х250 с ЭМ","шт"
"НФ-00049565","Конденсатосборник ф160","шт"
"НФ-00048358","Конденсатосборник ф200","шт"
"НФ-00049564","Конденсатосборник ф315","шт"
"НФ-00006414","Консоль TERMOCLIP TCA 41x41x2,0-1000 мм, оцинкованная сталь (уп. 6 шт.)","шт"
"56081","Клапан огнезадерживающий  КОП(60)-НО-ЭМ220(СН)-2500х1000(КАН)-К","шт"
"57043","Клапан огнезадерживающий  КОП(60)-НО-ЭМ220(СН)-500х400(КАН)-К","шт"
"57044","Клапан огнезадерживающий  КОП(60)-НО-ЭМ220(СН)-800х500(КАН)-К","шт"
"53969","Клапан противопожарный КОП(90)-НО-М220(СН)-ф315-Н","шт"
"000004546","Короб","шт"
"44330","Короб 1000х100 L=600","шт"
"000012500","Короб 1000х100 ф250","шт"
"46227","Короб 1000х1000","шт"
"000010647","Короб 1000х1000 L=1000","шт"
"НФ-00000442","Короб 1000х1000 L=1250","шт"
"000012814","Короб 1000х1000 L=1300","шт"
"74494","Короб 1000х1000 L=2000","шт"
"74493","Короб 1000х1000 L=2100","шт"
"48831","Короб 1000х1000 L=2200","шт"
"74495","Короб 1000х1000 L=2500","шт"
"64916","Короб 1000х1000 L=3500","шт"
"000014862","Короб 1000х1000 L=450","шт"
"74447","Короб 1000х1000 L=500","шт"
"61934","Короб 1000х1000 L=600","шт"
"НФ-00006156","Короб 1000х1000 L=800","шт"
"41152","Короб 1000х1000 L=900","шт"
"73278","Короб 1000х1000 L=980","шт"
"59035","Короб 1000х1000 Н=1050","шт"
"50582","Короб 1000х1000 Н=1100","шт"
"59036","Короб 1000х1000 Н=1165","шт"
"66315","Короб 1000х1000 Н=740","шт"
"63738","Короб 1000х1050 L=1260","шт"
"000010777","Короб 1000х1100 L=1050","шт"
"000010778","Короб 1000х1100 Н=1050","шт"
"76657","Короб 1000х130 L=2500","шт"
"76656","Короб 1000х130 L=3000","шт"
"63740","Короб 1000х1360 L=1260","шт"
"НФ-00001254","Короб 1000х150 L=250","шт"
"НФ-00001253","Короб 1000х150 L=400","шт"
"59295","Короб 1000х1570 H=820","шт"
"59298","Короб 1000х1720 Н=895","шт"
"59037","Короб 1000х1850 Н=1165","шт"
"61888","Короб 1000х200 L=1000","шт"
"НФ-00043354","Короб 1000х200 L=1600","шт"
"63070","Короб 1000х200 L=400","шт"
"78039","Короб 1000х200 L=600","шт"
"69246","Короб 1000х200 Н=150","шт"
"59366","Короб 1000х200 Н=200","шт"
"НФ-00001352","Короб 1000х200 Н=250","шт"
"46231","Короб 1000х2000","шт"
"НФ-00008554","Короб 1000х230 L=230","шт"
"НФ-00009578","Короб 1000х230 L=250","шт"
"НФ-00006439","Короб 1000х250 L=300","шт"
"НФ-00048507","Короб 1000х300 L=1250","шт"
"НФ-00048743","Короб 1000х300 L=250","шт"
"НФ-00044043","Короб 1000х300 L=300","шт"
"НФ-00042125","Короб 1000х300 L=500","шт"
"НФ-00012116","Короб 1000х300 L=700","шт"
"70000","Короб 1000х350","шт"
"65201","Короб 1000х400 L=1200","шт"
"66440","Короб 1000х400 L=1800","шт"
"НФ-00046815","Короб 1000х400 L=2400","шт"
"73955","Короб 1000х400 L=300","шт"
"000009932","Короб 1000х400 Н=1600","шт"
"75875","Короб 1000х450 L=245","шт"
"70663","Короб 1000х500 h=200","шт"
"000013032","Короб 1000х500 h=200/ф160","шт"
"64722","Короб 1000х500 h=300","шт"
"45017","Короб 1000х500 h=400","шт"
"000013033","Короб 1000х500 h=500","шт"
"66316","Короб 1000х500 h=740","шт"
"61948","Короб 1000х500 h=800","шт"
"000013849","Короб 1000х500 h=900","шт"
"55823","Короб 1000х500 L=1000","шт"
"000002908","Короб 1000х500 L=1700","шт"
"60676","Короб 1000х500 L=2500","шт"
"000009207","Короб 1000х500 L=700","шт"
"57842","Короб 1000х500 L=800","шт"
"72187","Короб 1000х510 L=100 мм","шт"
"71952","Короб 1000х550","шт"
"74817","Короб 1000х550 L=960","шт"
"000015332","Короб 1000х600 L=1100","шт"
"000009806","Короб 1000х600 L=2000","шт"
"62614","Короб 1000х600 Н=300","шт"
"000015333","Короб 1000х650 L=1000","шт"
"НФ-00008422","Короб 1000х700 L=1100","шт"
"51587","Короб 1000х700 L=2000","шт"
"74446","Короб 1000х700 L=500","шт"
"59244","Короб 1000х700 L=800","шт"
"000012501","Короб 1000х700х300","шт"
"65081","Короб 1000х700х400","шт"
"63739","Короб 1000х710 L=1260","шт"
"54069","Короб 1000х800 L=1200","шт"
"НФ-00043127","Короб 1000х800 L=1800","шт"
"57573","Короб 1000х800 L=200","шт"
"74448","Короб 1000х800 L=500","шт"
"48859","Короб 1000х800 L=600","шт"
"74488","Короб 1000х800 L=800","шт"
"000003309","Короб 1000х800 Ф=500","шт"
"67698","Короб 1000х815 L=1650","шт"
"НФ-00012665","Короб 1000х900 L=300","шт"
"75259","Короб 1000х900 L=500","шт"
"НФ-00048804","Короб 1003х135 Н=400","шт"
"НФ-00010826","Короб 1006х233 L=500","шт"
"000011444","Короб 100х100, L=2500","шт"
"000008838","Короб 100х50 L=1700","шт"
"000010990","Короб 100х70 L=2500","шт"
"НФ-00051268","Короб 1010х185 L=450","шт"
"62515","Короб 1010х510 L=500","шт"
"НФ-00052674","Короб 1015х210 L=200","шт"
"000009839","Короб 1015х240 L=500","шт"
"000015279","Короб 1020х1000 Н=1700","шт"
"74542","Короб 1020х135","шт"
"47225","Короб 1020х240 h=300","шт"
"47227","Короб 1020х240 L=400","шт"
"НФ-00044044","Короб 1020х250 L=300","шт"
"41405","Короб 1028х440 L=700","шт"
"000013924","Короб 1030х1150 L=1000","шт"
"72971","Короб 1030х225 H=550","шт"
"000010146","Короб 1040х220 H=300","шт"
"000010140","Короб 1040х270 H=300","шт"
"50581","Короб 1050х1050 Н=1200","шт"
"НФ-00050395","Короб 1050х1050 Н=1500","шт"
"НФ-00049398","Короб 1050х210 Н=150","шт"
"НФ-00049397","Короб 1050х210 Н=190","шт"
"НФ-00048592","Короб 1050х220 L=300","шт"
"НФ-00010821","Короб 1050х235, L= 500 мм","шт"
"НФ-00044045","Короб 1050х250, L=300","шт"
"НФ-00010822","Короб 1050х285, L= 500 мм","шт"
"НФ-00044046","Короб 1050х300, L=300","шт"
"НФ-00044047","Короб 1050х350, L=300","шт"
"000009783","Короб 1050х420 Н=400","шт"
"45860","Короб 1050х500","шт"
"55842","Короб 1050х600, L=1450 мм","шт"
"75246","Короб 1050х700","шт"
"НФ-00045149","Короб 1050х840, L=300","шт"
"НФ-00045000","Короб 1050х840, L=350","шт"
"НФ-00046806","Короб 1055х205, L=250","шт"
"НФ-00009711","Короб 1060х470 Н=210","шт"
"68137","Короб 1070х500 L=900","шт"
"000013734","Короб 1075х215 L=250","шт"
"000013736","Короб 1075х240 L=250","шт"
"000013738","Короб 1080х250 L=250","шт"
"НФ-00005945","Короб 1080х500 L=750","шт"
"000009535","Короб 1100х1000 L=1000","шт"
"НФ-00051814","Короб 1100х1000 L=550","шт"
"000012857","Короб 1100х1100 L=1000","шт"
"НФ-00004935","Короб 1100х200","шт"
"000010270","Короб 1100х2000","шт"
"НФ-00051805","Короб 1100х250 L=900","шт"
"67943","Короб 1100х300","шт"
"45622","Короб 1100х300 L=200","шт"
"45638","Короб 1100х300 L=250","шт"
"66835","Короб 1100х350 L=190","шт"
"64511","Короб 1100х400 L=1500","шт"
"77920","Короб 1100х400 L=1600","шт"
"НФ-00002588","Короб 1100х400 L=600","шт"
"68902","Короб 1100х450","шт"
"45626","Короб 1100х450 L=200","шт"
"73949","Короб 1100х450 L=300","шт"
"73960","Короб 1100х500 L=1200","шт"
"64911","Короб 1100х500 L=3500","шт"
"000012963","Короб 1100х600 L=1000","шт"
"57843","Короб 1100х600 L=700","шт"
"63601","Короб 1100х600 Н=80","шт"
"45633","Короб 1100х700 L=200","шт"
"67910","Короб 1100х700 L=2000","шт"
"71127","Короб 1100х700 L=550","шт"
"74444","Короб 1100х700 L=600","шт"
"71126","Короб 1100х700 L=700","шт"
"63855","Короб 1100х700 L=800","шт"
"75269","Короб 1100х730 L=950","шт"
"45635","Короб 1100х732 L=200","шт"
"000012855","Короб 1100х750 L=1000","шт"
"НФ-00052392","Короб 1100х800 L=1500","шт"
"000011860","Короб 1100х800 L=600","шт"
"62487","Короб 1100х900 Н=500","шт"
"НФ-00052159","Короб 1105х254 L=250","шт"
"000007227","Короб 1120х800 l=700","шт"
"63694","Короб 1125х1110 Н=1200","шт"
